customerid,actual_churn,predicted_churn,churn_probability,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,cltv,risk_segment,expected_monthly_revenue_at_risk,expected_annual_revenue_at_risk,retention_priority_score,priority_group
6297-NOOPG,0,0,0.22187737,Female,No,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,110.5,7752.05,5979,Low Risk,24.517448976635933,294.2093877196312,1326.6047731339931,High Priority
8777-PVYGU,0,0,0.080142125,Female,No,Yes,No,52,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Mailed check,64.3,3410.6,4405,Low Risk,5.153138668835163,61.837664026021955,353.02606277167797,Medium Priority
4378-MYPGO,0,0,0.016149364,Male,No,Yes,Yes,68,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.25,7173.15,5795,Low Risk,1.6997206043452024,20.39664725214243,93.58556676656008,Low Priority
9313-CDOGY,0,0,0.03433325,Male,No,Yes,Yes,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.6,717.3,3854,Low Risk,0.6729317277669907,8.075180733203888,132.32035095989704,Low Priority
4121-AGSIN,0,0,0.045328535,Female,No,Yes,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),24.5,1497.9,4455,Low Risk,1.1105491109192371,13.326589331030846,201.93862404674292,Medium Priority
0432-CAJZV,0,1,0.6485386,Male,No,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,90.7,237.65,3953,Medium Risk,58.82245006561279,705.8694007873535,2563.673044204712,Critical Priority
9097-ZUBYC,0,0,0.21635143,Male,No,Yes,No,14,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),48.8,664.4,2168,Low Risk,10.557950007915496,126.69540009498596,469.04991018772125,Medium Priority
9638-JIQYA,0,1,0.5634744,Male,No,No,No,2,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),24.9,49.7,4033,Medium Risk,14.030512976646422,168.36615571975707,2272.4923226833344,Critical Priority
1024-GUALD,1,1,0.76426274,Female,No,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.8,24.8,4851,High Risk,18.95371584892273,227.44459018707278,3707.438531577587,Critical Priority
8024-XNAFQ,0,0,0.03494552,Female,Yes,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),107.4,7748.75,5294,Low Risk,3.753149009495974,45.037788113951684,185.00159084051847,Medium Priority
7587-RZNME,1,1,0.51826066,Male,No,No,No,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,43.3,123.65,4849,Medium Risk,22.440686482191083,269.288237786293,2513.045929610729,Critical Priority
1346-UFHAX,0,1,0.49411744,Female,No,No,No,13,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),80.0,1029.35,5577,Medium Risk,39.52939510345459,474.3527412414551,2755.692956149578,Critical Priority
6374-NTQLP,0,0,0.0073207757,Male,Yes,Yes,Yes,72,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),104.1,7447.7,5092,Low Risk,0.7620927452109754,9.145112942531703,37.277389612048864,Low Priority
6625-FLENO,0,0,0.022089725,Male,No,Yes,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.75,1185.95,4927,Low Risk,0.45836180122569203,5.500341614708304,108.83607685007155,Low Priority
7375-WMVMT,0,0,0.0549614,Male,Yes,Yes,No,71,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),95.5,6707.15,6412,Low Risk,5.248813532292843,62.985762387514114,352.4124855399132,Medium Priority
6910-HADCM,1,1,0.75557953,Female,No,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,76.35,76.35,5613,High Risk,57.68849720656871,692.2619664788245,4241.067908585072,Critical Priority
7401-JIXNM,0,0,0.036572322,Female,No,Yes,No,54,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),91.3,4965.0,5907,Low Risk,3.3390530213713645,40.06863625645637,216.03270752727985,Medium Priority
7338-ERIVA,0,0,0.05151521,Male,No,No,No,39,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),45.05,1790.6,4003,Low Risk,2.3207602294161913,27.849122752994298,206.21538731083274,Medium Priority
5376-DEQCP,1,1,0.8160029,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.6,70.6,4063,High Risk,57.609805119037624,691.3176614284515,3315.4198045134544,Critical Priority
0909-SELIE,0,0,0.033743504,Male,No,Yes,No,61,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),80.8,4860.85,4302,Low Risk,2.7264751583337783,32.71770190000534,145.1645560786128,Low Priority
5419-KLXBN,1,0,0.44673684,Female,No,Yes,No,25,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.15,2257.75,5853,Low Risk,39.82658949941397,477.91907399296764,2614.750738531351,Critical Priority
0365-TRTPY,0,0,0.22471054,Female,No,No,No,37,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),91.2,3382.3,5135,Low Risk,20.493601155281066,245.92321386337278,1153.8886176794767,High Priority
6712-OAWRH,1,1,0.5338974,Female,Yes,No,No,26,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.25,2351.8,5154,Medium Risk,48.71813774108887,584.6176528930664,2751.7071990966797,Critical Priority
2428-ZMCTB,0,0,0.10412642,Male,No,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.75,208.25,3926,Low Risk,2.0564968660473824,24.67796239256859,408.8003390431404,Medium Priority
1963-VAUKV,1,0,0.31783986,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.4,20.4,3663,Low Risk,6.483933162689208,77.8071979522705,1164.2474105358124,High Priority
9381-NDKME,1,0,0.36216795,Female,Yes,Yes,No,24,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),40.65,933.3,3843,Low Risk,14.722127348184586,176.66552817821503,1391.811448931694,High Priority
3729-OWRVL,0,0,0.17071149,Male,Yes,No,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,110.35,7246.15,4295,Low Risk,18.838012649118898,226.0561517894268,733.2058389484882,High Priority
0895-LMRSF,0,0,0.13841458,Male,No,No,No,23,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),64.9,1509.8,3314,Low Risk,8.983106024563313,107.79727229475975,458.70590701699257,Medium Priority
2676-SSLTO,0,0,0.06499442,Male,No,No,No,49,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),66.15,3199.0,6138,Low Risk,4.299380693212152,51.59256831854582,398.9357323497534,Medium Priority
8495-PRWFH,0,0,0.25934598,Female,Yes,No,No,42,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,55.65,2421.75,5831,Low Risk,14.432603703439236,173.19124444127084,1512.2464006245136,High Priority
9030-QGZNL,0,0,0.025276132,Female,No,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.85,161.65,4249,Low Risk,0.5270073506981134,6.324088208377361,107.39828456193209,Low Priority
9972-NKTFD,0,0,0.12246558,Female,No,No,No,28,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),54.65,1517.5,3185,Low Risk,6.6927439853549,80.3129278242588,390.0528745353222,Medium Priority
7998-WNZEM,0,0,0.014404003,Male,No,No,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),80.6,5708.2,5447,Low Risk,1.1609626077115536,13.931551292538643,78.4586020372808,Low Priority
0979-PHULV,1,1,0.51637477,Male,No,Yes,No,69,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.45,7007.6,4020,Medium Risk,51.35347056090832,616.2416467308999,2075.826562643051,Critical Priority
6445-TNRXS,0,0,0.01582356,Male,No,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.7,7849.85,5671,Low Risk,1.8149623131379486,21.779547757655383,89.73540782742202,Low Priority
9586-JGQKH,0,0,0.13996847,Female,No,Yes,No,64,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.4,6794.75,4512,Low Risk,14.752676710486412,177.03212052583694,631.5377354621887,Medium Priority
3966-HRMZA,0,1,0.5276125,Female,Yes,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,75.05,202.9,3545,Medium Risk,39.59731867611408,475.16782411336897,1870.386338531971,Critical Priority
5498-IBWPI,0,0,0.013420941,Female,No,Yes,Yes,66,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),49.4,3251.85,5232,Low Risk,0.6629945006221533,7.955934007465839,70.21836492419243,Low Priority
6823-SIDFQ,0,0,0.027440108,Male,No,No,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),18.25,534.7,5327,Low Risk,0.5007819775491953,6.0093837305903435,146.1734572276473,Low Priority
2323-ARSVR,0,0,0.13900377,Male,No,Yes,No,67,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,111.05,7321.05,6103,Low Risk,15.436368498951197,185.23642198741436,848.3399995416403,High Priority
5468-BPMMO,0,0,0.12010522,Male,No,Yes,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.6,851.2,5092,Low Risk,2.3540623486042023,28.248748183250427,611.5757897496223,Medium Priority
0486-HECZI,1,0,0.082489826,Male,No,Yes,Yes,55,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,96.75,5238.9,5154,Low Risk,7.980890644714236,95.77068773657084,425.152562096715,Medium Priority
2178-PMGCJ,0,0,0.36290136,Male,No,No,No,22,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.7,1490.4,4838,Low Risk,25.29422477781773,303.5306973338127,1755.7167786955833,Critical Priority
4660-IRIBM,0,0,0.12766086,Male,No,Yes,Yes,18,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,87.9,1500.5,5192,Low Risk,11.221389211714268,134.6566705405712,662.8151625394821,Medium Priority
9674-EHPPG,0,0,0.034830358,Male,No,Yes,No,46,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),40.4,1842.7,2519,Low Risk,1.4071464583277702,16.88575749993324,87.73767149820924,Low Priority
5606-AMZBO,0,1,0.53145814,Female,No,Yes,No,10,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),78.15,765.15,3403,Medium Risk,41.53345359563828,498.40144314765934,1808.552048444748,Critical Priority
0665-XHDJU,0,0,0.103943326,Male,No,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,99.4,7285.7,6022,Low Risk,10.331966562569143,123.98359875082971,625.9467066377401,Medium Priority
5402-HTOTQ,0,0,0.3308896,Male,No,No,No,16,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,55.3,875.35,3771,Low Risk,18.298195567727088,219.57834681272504,1247.7847284972668,High Priority
8258-GSTJK,1,1,0.7518043,Male,Yes,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,77.0,237.75,3128,High Risk,57.88893049955368,694.6671659946442,2351.643826007843,Critical Priority
3787-TRIAL,0,0,0.15693702,Male,No,Yes,Yes,21,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,26.05,565.75,4302,Low Risk,4.088209319859743,49.05851183831692,675.1430515944958,Medium Priority
6175-IRFIT,0,1,0.58382255,Male,No,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,78.75,426.35,2610,Medium Risk,45.97602568566799,551.7123082280159,1523.7768512964249,High Priority
6317-YPKDH,1,1,0.5537677,Female,No,No,No,1,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),29.95,29.95,4534,Medium Risk,16.585342049598694,199.02410459518433,2510.78266620636,Critical Priority
5692-FPTAH,1,1,0.58831644,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.4,45.4,2168,Medium Risk,26.709566402435303,320.51479682922366,1275.470043182373,High Priority
5373-SFODM,1,1,0.49239382,Male,Yes,Yes,No,36,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.25,3132.75,3041,Medium Risk,41.976573280990124,503.7188793718815,1497.3696111142635,High Priority
0868-VJRDR,0,0,0.093160175,Male,No,Yes,No,64,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),104.05,6605.55,4337,Low Risk,9.693316186591982,116.31979423910379,404.0356780514121,Medium Priority
4079-VTGLK,0,0,0.118060865,Male,Yes,Yes,No,30,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,74.85,2181.75,5610,Low Risk,8.836855708435177,106.04226850122213,662.3214498907328,Medium Priority
1166-PQLGG,0,0,0.0031503954,Female,No,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.55,1463.45,4424,Low Risk,0.06159022910287604,0.7390827492345124,13.93734903074801,Low Priority
5296-BFCYD,0,0,0.005621625,Male,No,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.1,936.85,3392,Low Risk,0.11299466472119093,1.3559359766542913,19.068552374839783,Low Priority
6568-POCUI,0,0,0.122998744,Female,No,Yes,No,45,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),95.2,4285.8,3363,Low Risk,11.709480452537537,140.51376543045046,413.64477691054344,Medium Priority
2839-RFSQE,1,0,0.16599306,Female,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.65,38.7,3845,Low Risk,3.427756784856319,41.13308141827583,638.2433335483074,Medium Priority
2188-SXWVT,0,0,0.04606819,Female,No,No,No,34,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Mailed check,55.0,1885.15,4027,Low Risk,2.533750534057617,30.405006408691406,185.5166072845459,Medium Priority
8849-GYOKR,1,0,0.19189356,Female,No,Yes,No,54,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),106.55,5763.3,4893,Low Risk,20.446259102970362,245.35510923564436,938.9352021664381,High Priority
3623-FQBOX,0,0,0.11792406,Male,No,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.95,416.4,3632,Low Risk,2.3525849360972644,28.231019233167174,428.30017483234406,Medium Priority
2649-HWLYB,0,0,0.026140045,Male,No,Yes,No,65,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),76.15,4929.55,6177,Low Risk,1.990564455278218,23.886773463338617,161.46706027910113,Low Priority
0599-XNYDO,0,0,0.40642473,Female,No,Yes,No,20,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.8,1540.35,5456,Low Risk,28.3684462249279,340.4213546991348,2217.453332424164,Critical Priority
2514-GINMM,1,1,0.8542006,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.5,79.5,4490,High Risk,67.90894782543182,814.9073739051819,3835.360701084137,Critical Priority
8401-EMUWF,0,0,0.049694687,Male,No,Yes,Yes,42,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),69.4,3058.3,4701,Low Risk,3.4488112866878513,41.385735440254216,233.61472418904305,Medium Priority
5766-ZJYBB,1,0,0.32694706,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.4,19.4,4152,Low Risk,6.342773026227951,76.1132763147354,1357.4842064380646,High Priority
2604-IJPDU,0,1,0.48829004,Female,No,Yes,No,20,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,96.55,1901.65,4382,Medium Risk,47.14440352469683,565.7328422963619,2139.6869626641273,Critical Priority
2501-XWWTZ,0,1,0.48300162,Male,No,No,No,11,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.2,760.05,2535,Medium Risk,33.90671369433403,406.88056433200836,1224.4091056287289,High Priority
6370-ZVHDV,0,0,0.017112091,Female,No,Yes,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.3,1554.9,4501,Low Risk,0.4329359069466591,5.195230883359909,77.02152241766453,Low Priority
3027-YNWZU,0,0,0.015433607,Female,No,Yes,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.0,1584.8,5538,Low Risk,0.3858401672914624,4.630082007497549,85.47131385840476,Low Priority
4526-ZJJTM,0,0,0.3558954,Female,Yes,Yes,No,25,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),88.4,2191.15,4849,Low Risk,31.46115336418152,377.53384037017827,1725.7367948293686,Critical Priority
0440-QEXBZ,0,0,0.21891429,Female,No,No,No,44,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.15,2139.1,5790,Low Risk,10.978551407903433,131.7426168948412,1267.513711899519,High Priority
0330-IVZHA,1,1,0.6108091,Female,No,Yes,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.95,330.15,2969,Medium Risk,42.72609568834305,512.7131482601167,1813.4921815395355,Critical Priority
9758-MFWGD,0,0,0.019984208,Female,Yes,Yes,Yes,48,No,No phone service,DSL,No,Yes,No,No,No,No,One year,No,Bank transfer (automatic),29.9,1388.75,2617,Low Risk,0.5975278206169605,7.170333847403526,52.29867246001959,Low Priority
4229-CZMLL,1,1,0.7163194,Male,No,No,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.9,469.8,4160,High Risk,53.65232172608376,643.8278607130052,2979.88862991333,Critical Priority
0742-MOABM,1,0,0.29289427,Male,No,Yes,No,4,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,50.05,179.35,3394,Low Risk,14.659358413517474,175.91230096220968,994.0831659436226,High Priority
4277-BWBML,0,0,0.0023157916,Male,No,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.95,1322.85,5092,Low Risk,0.046200041554402556,0.5544004986528307,11.792010606266558,Low Priority
5136-GFPMB,0,0,0.32562092,Male,No,No,No,54,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),89.4,4869.5,5871,Low Risk,29.110510200262073,349.3261224031449,1911.7204181849957,Critical Priority
7520-HQWJU,0,0,0.03333425,Female,No,Yes,Yes,66,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),67.45,4508.65,4172,Low Risk,2.2483952632173896,26.980743158608675,139.07049722969532,Low Priority
6304-IJFSQ,1,0,0.4279674,Male,No,No,No,3,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,49.9,130.1,5585,Low Risk,21.355573228001592,256.2668787360191,2390.1979254186153,Critical Priority
